School_ID,Region,School_Type,Student_Count,Teacher_Count,Term_1_Avg,Term_2_Avg,STEM_Subject_Rate,Literacy_Rate,Failure_Risk_Index,Average_Attendance,Library_Usage_Hours,Extracurricular_Participation,LMS_Login_Frequency,Internet_Speed_Mbps,Smart_Classroom_Ratio,Lab_Equipment_Quality_Score,Teacher_Turnover_Rate,Teacher_PhD_Ratio,Professional_Development_Hours_Per_Year,Budget_Per_Student,Budget_Allocation_IT,Budget_Allocation_Scholarships,Regional_Economic_Index,Student_Wellbeing_Score,Teacher_Burnout_Index,Overall_School_Quality_Score,Teacher_to_Student_Ratio,Budget_Efficiency_Score
SCH_0581,الغرب,حكومية,759,96,66.46,50.84,64.18,65.83,4.02,81.82,0.19,63.61,12.84,91.18,0.38,8,19.5,0.19,53.91,11786.2,0.14,0.09,0.53,3.54,1.0,61.03,0.13,5.18
SCH_0582,المركز,خاصة,1975,89,16.32,44.56,41.98,14.81,26.44,90.57,1.09,16.29,3.06,10.0,0.25,5,32.82,0.25,29.65,4246.76,0.02,0.01,0.57,3.92,8.14,32.27,0.05,7.6
SCH_0583,الجنوب,حكومية,2460,185,88.28,71.33,63.0,92.03,41.72,99.84,2.36,81.5,9.57,66.41,0.32,5,0.0,0.4,55.39,7635.66,0.06,0.06,0.41,9.8,2.36,68.87,0.08,9.02
SCH_0584,المركز,خاصة,635,74,82.53,73.34,65.74,80.65,7.01,82.31,0.45,45.94,13.75,114.61,0.88,7,9.51,0.28,49.66,6035.45,0.21,0.09,0.67,4.44,3.15,68.08,0.12,11.28
SCH_0585,المركز,مجتمعية,1051,54,62.64,93.63,72.99,92.96,11.74,100.0,1.14,44.02,13.26,85.22,0.5,2,0.0,0.39,23.84,7598.98,0.13,0.05,0.82,3.88,1.36,65.02,0.05,8.56
SCH_0586,الغرب,حكومية,404,171,47.24,0.0,12.08,25.17,43.67,85.22,0.12,22.53,2.68,12.01,0.0,7,40.0,0.0,9.8,3886.74,0.01,0.01,0.49,1.0,5.05,23.09,0.42,5.94
SCH_0587,الجنوب,مجتمعية,1299,88,44.29,44.63,7.31,36.07,56.7,78.27,16.73,0.0,10.32,25.62,0.33,1,21.11,0.05,25.14,9384.24,0.06,0.01,0.96,4.57,4.99,39.2,0.07,4.18
SCH_0588,الغرب,خاصة,276,135,73.61,89.32,65.57,90.26,0.0,85.38,5.54,57.66,6.42,109.74,0.6,5,0.0,0.27,57.49,5429.35,0.13,0.07,0.44,3.47,1.0,69.45,0.49,12.79
SCH_0589,الشمال,خاصة,1015,161,59.28,74.17,64.1,69.57,15.61,84.15,0.37,65.4,5.04,13.87,0.53,6,5.84,0.18,28.61,7808.44,0.03,0.12,0.35,5.81,1.0,55.13,0.16,7.06
SCH_0590,الشمال,حكومية,967,17,85.37,49.41,100.0,71.04,0.0,84.7,0.08,83.08,15.88,79.9,0.23,10,4.34,0.18,48.16,4347.01,0.11,0.03,0.75,4.51,1.0,65.92,0.02,15.16
SCH_0591,الجنوب,خاصة,305,50,28.82,31.58,14.77,55.7,0.0,93.62,4.09,62.82,16.66,38.64,0.47,1,20.09,0.0,36.75,4990.95,0.04,0.08,0.89,4.65,2.65,44.29,0.16,8.87
SCH_0592,المركز,خاصة,2335,57,36.88,90.66,22.23,70.75,14.01,96.91,2.02,37.36,11.71,12.38,0.23,9,22.93,0.0,58.78,7119.58,0.1,0.07,0.97,2.4,1.24,51.55,0.02,7.24
SCH_0593,الغرب,حكومية,1946,157,76.75,43.99,54.86,76.12,30.51,100.0,5.47,56.48,14.19,99.85,0.3,9,0.68,0.28,34.78,7619.59,0.04,0.1,0.84,5.65,3.58,65.09,0.08,8.54
SCH_0594,الغرب,مجتمعية,1665,183,28.72,73.06,51.28,34.42,23.9,82.24,7.32,6.52,3.87,10.0,0.0,1,36.32,0.12,2.16,6156.47,0.01,0.12,0.44,1.94,4.47,33.31,0.11,5.41
SCH_0595,الجنوب,حكومية,444,129,40.69,77.78,63.18,65.98,29.86,92.96,3.26,32.85,9.15,55.78,0.22,4,28.02,0.29,45.35,7444.91,0.16,0.1,0.98,2.3,5.66,52.32,0.29,7.03
SCH_0596,الجنوب,حكومية,1605,123,48.79,56.49,54.76,56.68,27.25,84.69,0.72,66.32,8.57,64.56,0.2,8,4.07,0.08,66.68,7570.04,0.13,0.08,0.94,4.02,8.03,54.87,0.08,7.25
SCH_0597,الشمال,حكومية,1181,104,42.11,33.82,23.59,46.33,33.23,88.1,4.39,22.69,4.13,10.0,0.27,2,18.39,0.0,39.49,5146.76,0.01,0.01,0.41,1.0,1.71,37.2,0.09,7.23
SCH_0598,الشرق,حكومية,1936,178,92.17,75.88,96.38,95.47,27.55,81.44,13.99,69.48,19.48,91.17,0.39,8,21.39,0.25,33.04,6704.01,0.18,0.05,0.69,5.51,1.32,71.32,0.09,10.64
SCH_0599,الجنوب,حكومية,341,98,60.69,44.74,62.61,58.73,18.02,80.62,2.94,16.19,12.49,39.34,0.0,10,25.81,0.27,17.59,2521.72,0.07,0.06,0.69,4.36,3.53,45.78,0.29,18.16
SCH_0600,الشرق,حكومية,1092,91,15.31,23.73,28.91,26.11,38.68,94.83,3.46,35.7,3.11,63.7,0.25,9,13.12,0.07,15.92,4290.57,0.02,0.01,0.61,1.0,3.93,37.29,0.08,8.69
SCH_0601,الجنوب,مجتمعية,1591,175,75.4,60.21,42.19,64.96,0.0,79.25,1.58,64.01,0.95,166.57,0.32,9,17.85,0.3,68.4,7011.95,0.04,0.08,0.99,1.0,1.0,58.43,0.11,8.33
SCH_0602,المركز,حكومية,744,19,37.18,19.43,21.02,51.99,31.55,93.91,1.54,46.35,5.66,50.02,0.09,1,45.01,0.0,27.05,8298.46,0.01,0.01,0.34,1.0,1.77,32.96,0.03,3.97
SCH_0603,المركز,حكومية,2399,92,62.95,40.37,79.19,75.01,15.34,85.75,5.11,25.06,3.47,79.73,0.39,9,10.65,0.16,28.54,7111.57,0.06,0.1,0.74,7.58,2.78,57.44,0.04,8.08
SCH_0604,الشمال,حكومية,1669,105,85.86,87.23,36.83,83.47,0.0,76.37,10.59,74.17,10.28,38.46,0.05,4,1.75,0.19,37.94,7346.83,0.05,0.06,0.44,5.26,1.0,62.63,0.06,8.52
SCH_0605,الشمال,حكومية,962,101,81.23,46.5,100.0,78.96,20.63,71.76,4.09,36.59,5.22,77.13,0.55,8,9.05,0.4,36.45,8719.23,0.04,0.07,0.67,4.59,2.08,62.62,0.1,7.18
SCH_0606,الشرق,مجتمعية,823,28,62.48,70.51,48.09,56.42,10.31,100.0,5.8,45.25,14.87,46.03,0.31,9,13.16,0.2,60.68,6465.2,0.03,0.03,0.85,6.47,2.08,60.86,0.03,9.41
SCH_0607,الجنوب,حكومية,855,118,60.7,62.04,96.65,98.91,30.75,78.8,0.89,40.0,16.99,113.82,0.49,3,0.0,0.53,31.92,10953.09,0.15,0.03,0.47,6.43,1.0,66.94,0.14,6.11
SCH_0608,الغرب,خاصة,1447,97,90.81,100.0,100.0,100.0,0.0,93.63,1.13,69.61,17.02,48.71,0.74,6,6.54,0.07,65.16,13363.35,0.14,0.13,0.58,7.86,1.0,75.41,0.07,5.64
SCH_0609,الشمال,حكومية,242,189,41.68,50.34,39.78,61.22,27.0,93.18,2.74,22.69,13.38,21.25,0.21,3,0.0,0.18,37.87,11123.38,0.11,0.09,0.97,4.33,3.11,50.76,0.78,4.56
SCH_0610,الغرب,حكومية,1226,68,98.96,100.0,79.1,87.45,6.49,83.32,0.9,61.66,15.2,123.7,0.58,1,0.0,0.29,64.59,9374.77,0.13,0.08,0.83,6.12,1.0,73.68,0.06,7.86
SCH_0611,الغرب,حكومية,1860,146,69.72,49.87,57.49,57.68,18.36,86.06,3.67,45.08,10.96,61.15,0.3,10,18.87,0.26,60.2,7513.5,0.02,0.07,0.7,4.98,3.03,57.97,0.08,7.72
SCH_0612,الجنوب,حكومية,1491,109,24.88,0.0,12.34,31.47,27.35,91.77,0.99,40.08,11.59,69.13,0.82,6,0.1,0.0,30.1,8216.77,0.07,0.02,0.46,3.9,6.91,43.43,0.07,5.29
SCH_0613,الشرق,حكومية,795,23,14.36,21.55,3.02,4.38,38.85,89.78,4.28,35.35,2.98,35.28,0.24,5,27.94,0.33,22.58,4405.88,0.01,0.03,0.6,1.58,5.06,30.56,0.03,6.94
SCH_0614,الجنوب,حكومية,1212,67,90.15,69.2,47.25,81.81,32.53,88.0,6.61,6.7,13.05,82.1,0.17,3,0.0,0.2,41.03,9034.51,0.13,0.09,0.84,4.42,2.64,62.61,0.06,6.93
SCH_0615,الشمال,حكومية,2424,91,55.48,62.54,88.71,72.62,0.0,93.35,2.45,65.18,4.41,55.24,0.74,4,0.0,0.03,37.94,5246.27,0.04,0.08,0.87,4.48,3.76,58.82,0.04,11.21
SCH_0616,الغرب,خاصة,2310,74,58.38,84.92,84.26,86.58,0.0,91.81,0.86,65.16,11.84,70.49,0.67,2,0.94,0.23,18.03,7719.14,0.08,0.12,0.47,1.51,1.0,61.83,0.03,8.01
SCH_0617,الجنوب,حكومية,1157,60,57.0,61.03,53.63,71.29,0.0,84.19,4.25,44.39,21.72,98.43,0.43,10,10.5,0.16,64.14,10176.74,0.09,0.09,0.76,6.13,5.27,65.75,0.05,6.46
SCH_0618,الجنوب,حكومية,760,68,16.64,6.02,42.42,33.33,21.06,97.1,13.56,2.37,7.82,20.67,0.06,10,32.01,0.49,31.18,3311.35,0.07,0.03,0.37,1.0,2.39,38.7,0.09,11.69
SCH_0619,الجنوب,حكومية,1530,88,19.71,17.63,17.87,27.57,38.83,89.92,2.9,24.85,4.46,68.14,0.0,4,17.42,0.26,12.34,5027.96,0.06,0.01,0.32,3.87,5.8,33.7,0.06,6.7
SCH_0620,الشمال,حكومية,1512,126,72.71,52.3,21.02,59.29,28.82,76.27,0.14,52.64,10.33,56.74,0.45,4,7.53,0.19,7.0,4053.83,0.09,0.05,0.68,4.62,3.89,46.56,0.08,11.48
SCH_0621,الشرق,خاصة,2021,109,61.58,86.69,100.0,100.0,18.7,98.63,0.08,83.2,14.08,59.16,0.43,3,7.16,0.27,13.45,13630.06,0.24,0.12,0.46,7.77,1.0,66.03,0.05,4.84
SCH_0622,الجنوب,حكومية,1750,179,81.17,100.0,100.0,100.0,11.87,89.52,1.87,71.58,15.32,56.28,0.39,6,0.0,0.43,59.88,12134.37,0.05,0.05,0.36,8.95,2.35,74.98,0.1,6.18
SCH_0623,الشمال,حكومية,1049,37,64.11,83.65,75.98,58.53,27.88,89.17,0.86,1.37,7.73,59.67,0.54,1,10.19,0.34,30.16,7913.62,0.05,0.1,0.81,3.33,3.11,54.55,0.04,6.89
SCH_0624,الغرب,مجتمعية,1478,41,40.55,47.7,0.0,56.91,10.12,88.81,5.24,20.01,8.08,64.87,0.53,9,3.66,0.0,24.4,6632.87,0.01,0.03,0.65,3.73,7.54,47.85,0.03,7.21
SCH_0625,المركز,حكومية,1733,84,57.51,38.83,31.67,27.76,56.19,81.87,5.52,2.04,7.47,12.18,0.1,10,17.79,0.19,36.96,6041.33,0.01,0.01,0.86,3.11,4.46,41.88,0.05,6.93
SCH_0626,الشمال,حكومية,2014,123,55.05,36.37,26.38,33.73,30.92,100.0,0.88,66.6,4.81,53.82,0.35,3,15.73,0.1,21.82,7999.43,0.01,0.01,0.76,2.18,3.87,42.96,0.06,5.37
SCH_0627,المركز,حكومية,1941,91,0.73,29.32,32.31,44.69,53.12,75.53,1.08,20.98,4.41,27.77,0.19,3,10.77,0.0,35.62,3694.57,0.07,0.04,0.81,1.0,3.49,32.13,0.05,8.7
SCH_0628,الجنوب,حكومية,805,193,59.96,91.03,71.64,76.84,0.0,94.31,1.26,85.69,14.99,106.77,0.6,3,4.5,0.4,48.0,10665.42,0.1,0.09,0.52,8.28,1.0,71.89,0.24,6.74
SCH_0629,الجنوب,خاصة,1686,64,35.17,35.4,28.13,21.21,28.98,91.53,7.28,40.54,2.58,26.11,0.05,7,17.89,0.44,29.18,7590.64,0.04,0.08,0.48,4.19,3.28,43.37,0.04,5.71
SCH_0630,الشمال,خاصة,1494,138,27.77,6.49,9.46,46.07,45.21,89.12,2.19,36.5,8.11,43.35,0.18,8,27.29,0.2,7.77,8081.18,0.01,0.01,0.72,3.26,3.18,34.62,0.09,4.28
SCH_0631,المركز,مجتمعية,945,33,67.96,80.3,90.27,69.64,7.5,92.06,4.88,60.35,16.78,114.0,0.3,2,0.0,0.42,33.46,4489.96,0.09,0.07,0.44,4.73,1.37,66.46,0.03,14.8
SCH_0632,الجنوب,حكومية,757,15,11.33,7.48,0.0,0.0,33.15,83.09,1.25,0.0,8.99,10.57,0.0,1,21.47,0.3,32.36,2577.33,0.01,0.01,0.87,1.0,2.49,23.95,0.02,9.29
SCH_0633,الغرب,حكومية,2311,54,69.41,54.72,74.7,84.3,36.67,85.17,3.97,12.35,11.48,50.21,0.5,5,0.91,0.07,29.56,5578.44,0.13,0.04,0.67,5.16,1.56,56.67,0.02,10.16
SCH_0634,الشرق,خاصة,1141,174,22.82,27.06,20.39,34.85,14.73,81.97,1.49,31.16,2.53,10.0,0.11,8,24.85,0.0,48.7,5777.15,0.01,0.04,0.46,4.21,5.03,35.66,0.15,6.17
SCH_0635,الشرق,حكومية,2496,36,40.6,54.47,0.0,76.92,24.71,99.26,1.45,45.98,6.98,66.21,0.12,3,20.05,0.25,70.18,2465.26,0.05,0.06,0.74,1.0,4.35,45.4,0.01,18.42
SCH_0636,الجنوب,حكومية,1469,126,70.92,93.87,98.23,80.24,18.43,89.7,4.5,64.93,6.64,59.2,0.25,6,9.49,0.21,54.55,4673.44,0.18,0.1,0.96,5.46,1.0,65.97,0.09,14.12
SCH_0637,المركز,حكومية,1139,54,17.11,27.77,33.16,22.42,69.8,100.0,2.41,21.49,7.13,10.0,0.0,3,12.14,0.0,49.38,8969.63,0.01,0.07,0.36,1.06,6.02,35.65,0.05,3.97
SCH_0638,الجنوب,حكومية,1810,52,40.83,43.85,59.77,41.39,26.77,93.62,1.04,2.04,0.0,10.0,0.0,6,25.68,0.09,40.62,6525.11,0.01,0.01,0.38,2.45,3.54,38.21,0.03,5.86
SCH_0639,المركز,حكومية,2404,62,2.97,30.54,0.0,25.77,36.28,65.57,0.42,9.43,7.99,12.23,0.14,4,4.91,0.17,17.73,4581.64,0.09,0.03,0.89,1.0,4.48,28.32,0.03,6.18
SCH_0640,الغرب,خاصة,1925,197,58.69,63.8,55.21,72.58,9.18,98.9,1.86,41.64,15.97,131.23,0.0,7,0.0,0.18,43.49,8508.32,0.14,0.05,0.38,5.03,1.0,63.24,0.1,7.43
SCH_0641,المركز,خاصة,1184,89,29.01,42.88,37.64,32.02,36.08,88.08,1.64,41.3,0.0,45.56,0.3,10,3.49,0.0,60.7,5742.95,0.1,0.05,0.33,2.18,6.89,45.4,0.08,7.91
SCH_0642,الجنوب,حكومية,1787,197,87.33,61.23,98.86,98.48,15.11,82.62,4.58,70.76,19.49,68.1,0.62,1,2.81,0.23,38.37,11114.6,0.04,0.1,0.54,4.92,1.11,68.89,0.11,6.2
SCH_0643,الغرب,حكومية,1536,193,41.87,31.97,8.47,55.27,47.53,99.21,7.7,17.39,10.8,24.04,0.21,1,22.32,0.11,15.73,4376.22,0.13,0.01,0.63,2.78,1.0,37.95,0.13,8.67
SCH_0644,الشمال,حكومية,2074,121,94.79,56.62,72.78,78.2,29.26,87.93,0.14,48.12,8.17,20.99,0.4,5,0.0,0.0,22.23,7863.87,0.06,0.04,0.7,4.05,2.9,54.78,0.06,6.97
SCH_0645,الشرق,خاصة,861,22,28.33,42.72,8.32,15.4,32.66,82.81,0.72,0.0,0.0,10.0,0.06,9,33.29,0.04,22.66,4837.54,0.01,0.04,0.66,2.57,5.5,28.18,0.03,5.82
SCH_0646,الجنوب,حكومية,232,100,63.08,59.2,17.04,49.64,35.13,93.42,0.78,36.75,3.93,15.46,0.37,5,12.78,0.0,21.19,4696.13,0.05,0.05,0.94,2.56,5.2,41.55,0.43,8.85
SCH_0647,الجنوب,خاصة,2016,82,59.08,43.06,48.06,62.46,19.84,100.0,2.72,62.11,5.67,71.19,0.42,4,0.0,0.29,64.03,9969.29,0.14,0.06,0.84,5.23,1.6,60.05,0.04,6.02
SCH_0648,الجنوب,حكومية,2320,89,29.64,53.26,54.63,36.04,39.01,90.34,1.87,8.83,13.23,57.74,0.53,8,14.92,0.0,36.55,5212.58,0.06,0.06,0.99,1.93,3.36,46.86,0.04,8.99
SCH_0649,الغرب,حكومية,2089,151,30.25,51.82,1.91,43.47,42.95,89.15,4.11,29.32,3.48,40.5,0.54,5,26.38,0.27,46.03,7707.0,0.08,0.06,0.63,1.85,2.42,43.46,0.07,5.64
SCH_0650,الشمال,حكومية,1356,104,36.87,46.18,60.26,60.41,50.69,84.18,0.95,23.02,11.65,58.62,0.59,1,19.11,0.08,29.78,6556.4,0.08,0.03,0.36,4.4,4.34,44.88,0.08,6.84
SCH_0651,المركز,خاصة,260,144,28.99,33.46,28.78,24.71,33.13,96.32,2.43,0.0,2.85,10.0,0.0,7,30.21,0.0,9.83,7884.79,0.03,0.01,0.97,2.32,3.05,30.66,0.55,3.89
SCH_0652,الشمال,حكومية,1743,94,33.32,20.65,53.01,81.1,12.77,91.79,8.06,83.78,8.99,23.64,0.5,4,0.0,0.22,17.79,4983.44,0.04,0.02,0.3,3.81,1.0,50.45,0.05,10.12
SCH_0653,الغرب,حكومية,471,109,63.58,14.2,21.98,77.91,29.36,88.67,8.79,68.83,0.35,20.05,0.43,10,7.19,0.03,22.79,4658.7,0.17,0.06,0.84,3.84,2.58,48.84,0.23,10.48
SCH_0654,الجنوب,حكومية,2493,84,2.22,0.0,0.0,7.45,65.75,82.6,6.76,0.0,0.0,10.0,0.0,5,14.76,0.05,26.41,1467.02,0.01,0.01,0.32,1.0,3.31,22.31,0.03,15.21
SCH_0655,الشرق,خاصة,1399,104,69.91,61.14,50.94,71.82,21.42,99.11,5.59,41.33,15.3,69.67,0.18,6,27.45,0.07,45.47,7390.09,0.11,0.06,0.83,7.52,5.67,57.64,0.07,7.8
SCH_0656,الجنوب,خاصة,2006,73,46.15,79.99,34.51,53.71,40.21,88.6,8.77,5.16,7.77,117.42,0.27,7,17.14,0.09,46.15,10073.61,0.1,0.09,0.96,5.94,6.43,57.15,0.04,5.67
SCH_0657,المركز,حكومية,1354,161,51.52,48.15,58.37,67.94,27.83,99.74,1.06,20.18,11.26,33.62,0.18,2,37.21,0.26,17.18,10739.21,0.16,0.05,0.57,6.51,1.19,45.51,0.12,4.24
SCH_0658,الشرق,خاصة,1325,42,33.8,27.09,58.02,56.61,27.03,85.22,0.7,9.36,15.02,29.64,0.0,1,10.35,0.0,31.96,1173.0,0.13,0.02,0.47,1.0,1.0,37.92,0.03,32.33
SCH_0659,الجنوب,حكومية,509,86,52.49,60.28,53.49,59.06,28.97,96.67,0.02,46.49,8.21,65.04,0.45,3,3.01,0.0,22.3,7626.21,0.08,0.12,0.46,3.53,3.14,51.45,0.17,6.75
SCH_0660,الشرق,حكومية,1515,28,29.85,10.37,11.75,34.41,34.6,88.43,3.11,11.91,1.74,10.0,0.11,10,19.13,0.09,31.35,500.0,0.05,0.06,0.64,1.0,3.97,31.75,0.02,63.5
SCH_0661,الشمال,حكومية,1945,38,90.49,70.3,72.54,97.52,14.31,85.25,12.08,69.46,17.81,88.53,0.48,1,19.15,0.23,50.75,10087.67,0.21,0.06,0.42,2.42,3.64,69.21,0.02,6.86
SCH_0662,الغرب,حكومية,537,126,86.87,51.97,78.56,71.64,4.76,90.13,0.78,60.2,8.81,41.03,0.54,4,6.77,0.2,19.9,9316.63,0.08,0.06,0.77,6.44,1.0,58.57,0.23,6.29
SCH_0663,الجنوب,خاصة,209,58,37.76,64.92,71.06,37.99,26.38,71.99,3.4,41.72,8.38,24.79,0.23,6,14.95,0.18,48.08,6083.29,0.01,0.06,0.56,6.52,4.38,49.11,0.28,8.07
SCH_0664,المركز,خاصة,248,70,0.0,53.7,45.4,37.54,46.51,82.74,4.27,7.94,10.53,31.49,0.39,5,16.73,0.12,66.17,5755.36,0.04,0.04,0.53,7.08,4.01,43.19,0.28,7.5
SCH_0665,الشمال,حكومية,1710,134,51.13,57.63,60.01,69.44,32.87,78.1,9.76,52.3,8.59,67.07,0.2,4,11.08,0.26,49.7,7156.49,0.02,0.11,0.62,2.49,1.21,57.17,0.08,7.99
SCH_0666,الجنوب,حكومية,1544,193,68.8,90.16,69.93,62.01,26.64,100.0,4.12,64.98,13.74,103.81,0.24,7,2.14,0.21,37.16,6004.78,0.12,0.07,0.68,5.46,2.56,66.68,0.12,11.1
SCH_0667,الشمال,خاصة,930,46,35.33,32.25,53.17,25.17,42.01,74.93,9.63,11.14,3.11,35.91,0.15,6,17.47,0.0,22.64,5586.27,0.09,0.03,0.4,4.61,6.28,38.98,0.05,6.98
SCH_0668,المركز,مجتمعية,994,192,83.82,96.58,88.8,94.72,12.76,100.0,1.85,26.49,16.8,71.71,0.9,3,3.38,0.0,40.65,8086.11,0.11,0.1,0.8,5.83,1.42,70.04,0.19,8.66
SCH_0669,الجنوب,حكومية,1848,183,45.13,39.67,83.03,52.15,4.71,94.37,1.54,65.74,9.99,77.5,0.57,9,11.78,0.45,24.36,8540.96,0.01,0.09,0.92,3.07,3.04,57.71,0.1,6.76
SCH_0670,المركز,مجتمعية,332,39,69.78,34.26,35.69,40.01,24.87,85.26,2.6,37.02,5.48,74.07,0.48,5,23.42,0.13,37.01,5857.64,0.12,0.07,0.49,1.0,1.61,47.42,0.12,8.09
SCH_0671,الشرق,حكومية,2330,130,0.0,4.11,0.0,0.0,45.7,92.86,1.17,0.0,2.48,10.0,0.0,10,39.09,0.18,7.15,2263.49,0.01,0.03,0.43,3.39,7.44,18.88,0.06,8.34
SCH_0672,المركز,حكومية,2304,80,79.44,82.26,70.18,88.05,0.0,88.2,0.01,100.0,0.31,79.18,0.53,1,0.0,0.2,16.72,5777.24,0.05,0.04,0.83,6.65,3.08,60.15,0.03,10.41
SCH_0673,الشرق,خاصة,575,56,28.43,45.53,33.37,56.82,1.41,78.19,4.39,26.13,12.66,31.82,0.43,6,9.92,0.13,36.68,2395.85,0.06,0.03,0.43,2.11,2.5,45.35,0.1,18.93
SCH_0674,الجنوب,حكومية,470,178,53.95,58.52,85.75,50.29,40.1,91.0,5.03,91.71,1.78,78.28,0.74,5,3.34,0.09,36.42,9380.96,0.09,0.08,0.33,4.86,2.53,60.79,0.38,6.48
SCH_0675,الشرق,حكومية,1706,90,71.99,77.76,62.89,53.15,26.68,95.42,4.73,46.08,1.88,50.39,0.0,10,14.83,0.51,25.88,5455.61,0.09,0.06,0.73,4.16,5.94,55.86,0.05,10.24
SCH_0676,الجنوب,حكومية,2358,151,11.09,24.02,0.45,12.28,46.55,96.55,1.01,6.51,0.0,10.0,0.23,8,16.32,0.08,4.72,4601.27,0.02,0.04,0.47,1.39,2.94,26.55,0.06,5.77
SCH_0677,الجنوب,خاصة,275,178,71.77,66.07,89.96,74.51,21.44,96.36,3.11,62.71,2.1,85.98,0.66,4,8.95,0.14,46.48,11732.0,0.2,0.13,0.42,5.47,2.78,65.48,0.65,5.58
SCH_0678,الغرب,خاصة,2156,52,27.55,52.94,50.4,66.67,8.77,86.06,1.6,28.21,10.29,97.68,0.41,1,22.79,0.0,21.05,5583.95,0.08,0.02,0.99,7.48,1.7,46.49,0.02,8.33
SCH_0679,الجنوب,حكومية,1866,175,29.24,56.12,66.24,53.32,27.17,99.44,0.05,28.06,6.84,80.6,0.0,2,0.0,0.4,27.98,4093.25,0.1,0.07,0.5,2.42,7.54,47.85,0.09,11.69
SCH_0680,الشرق,حكومية,528,184,72.32,66.79,48.39,70.61,45.03,99.81,3.02,84.26,5.83,40.69,0.38,8,16.15,0.14,62.99,6589.96,0.12,0.05,0.93,7.64,2.82,59.42,0.35,9.02
SCH_0681,الغرب,حكومية,2369,75,31.34,57.47,4.32,31.65,25.12,90.66,0.4,10.11,1.87,14.2,0.3,10,11.62,0.22,40.3,5515.65,0.01,0.06,0.42,3.94,6.41,41.1,0.03,7.45
SCH_0682,الغرب,حكومية,240,188,43.0,40.53,44.04,72.47,22.13,99.46,0.29,48.88,3.7,104.71,0.32,8,17.66,0.27,13.79,10119.12,0.06,0.05,0.87,4.52,1.61,51.81,0.78,5.12
SCH_0683,الجنوب,حكومية,1390,103,80.24,52.98,56.99,80.04,8.13,100.0,5.51,36.53,12.62,110.66,0.24,5,0.12,0.12,19.97,10587.62,0.2,0.13,0.65,4.87,1.0,63.85,0.07,6.03
SCH_0684,المركز,خاصة,2256,32,29.22,23.47,7.06,32.74,21.93,84.04,0.03,23.78,0.0,47.94,0.04,6,28.48,0.2,32.45,6616.44,0.03,0.04,0.36,4.66,3.5,34.2,0.01,5.17
SCH_0685,المركز,حكومية,212,84,69.86,44.45,62.19,47.77,41.34,82.85,11.23,79.91,5.53,10.0,0.39,2,21.51,0.06,14.51,9432.17,0.04,0.03,0.81,4.26,3.5,47.3,0.4,5.02
SCH_0686,الغرب,حكومية,1123,96,62.59,65.91,100.0,100.0,0.0,88.6,3.23,76.02,4.63,63.67,0.36,9,10.22,0.1,14.53,8374.0,0.13,0.09,0.92,4.68,1.0,61.99,0.09,7.4
SCH_0687,الجنوب,حكومية,2042,130,43.62,37.88,11.0,38.54,26.42,77.55,12.24,41.68,8.86,10.0,0.07,6,24.57,0.28,38.02,5940.08,0.03,0.04,0.41,1.0,5.51,41.05,0.06,6.91
SCH_0688,المركز,حكومية,1432,94,57.97,37.96,52.73,28.1,36.74,93.06,0.18,28.04,3.31,87.65,0.17,9,9.22,0.08,34.8,4726.31,0.01,0.07,0.81,3.51,3.58,47.61,0.07,10.07
SCH_0689,الجنوب,مجتمعية,1414,29,58.02,62.98,30.77,45.71,54.0,76.41,2.88,88.23,9.17,10.0,0.29,10,8.08,0.21,39.63,3422.19,0.04,0.06,0.61,1.62,1.0,49.82,0.02,14.56
SCH_0690,الجنوب,حكومية,852,190,0.0,0.0,14.11,11.99,25.67,96.58,1.05,0.0,8.44,68.71,0.3,3,28.87,0.11,28.33,6430.03,0.09,0.09,0.83,1.04,6.23,29.58,0.22,4.6
SCH_0691,الغرب,حكومية,1903,27,77.49,72.91,84.47,87.53,0.0,88.33,8.55,38.07,19.39,83.9,0.28,6,0.0,0.36,45.14,10158.12,0.12,0.08,0.8,9.08,1.0,74.08,0.01,7.29
SCH_0692,الغرب,حكومية,820,133,22.09,37.81,25.23,38.44,24.24,98.44,1.24,54.3,0.0,10.0,0.0,10,33.03,0.0,17.78,4836.76,0.01,0.02,0.32,2.67,3.73,33.16,0.16,6.86
SCH_0693,الشمال,حكومية,2162,57,100.0,91.58,98.29,100.0,16.11,73.43,1.41,63.43,14.87,118.43,0.46,5,0.0,0.18,54.39,9212.89,0.06,0.07,0.43,5.66,3.78,73.38,0.03,7.96
SCH_0694,المركز,حكومية,1845,71,0.47,21.11,0.0,30.87,41.66,83.96,5.09,24.56,8.67,39.32,0.0,9,24.91,0.01,49.08,1418.38,0.14,0.02,0.63,4.46,8.32,33.63,0.04,23.71
SCH_0695,المركز,حكومية,2443,31,34.73,68.97,75.88,63.27,3.35,79.66,1.64,74.34,10.98,12.03,0.42,10,33.49,0.03,27.49,4546.21,0.06,0.06,0.95,5.1,1.85,48.68,0.01,10.71
SCH_0696,المركز,حكومية,616,192,33.48,42.41,67.63,54.15,22.71,100.0,0.06,54.52,12.61,56.8,0.0,1,3.55,0.24,21.96,7701.37,0.11,0.07,0.54,6.64,3.7,48.91,0.31,6.35
